Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Fraud_Label
71.81,POS,91128.73,Tablet,Mumbai,Electronics,0,Discover,113,2818.95,OTP,0.1938,0
54.33,Online,59453.07,Mobile,Mumbai,Electronics,0,Amex,231,4163.83,Password,0.6488,0
11.08,Online,3534.98,Laptop,Mumbai,Travel,0,Mastercard,203,1511.12,Biometric,0.9759,1
108.7,ATM Withdrawal,44729.32,Mobile,Mumbai,Travel,0,Discover,10,3368.89,OTP,0.4134,0
50.51,Online,89343.85,Mobile,Mumbai,Groceries,0,Discover,108,2616.24,PIN,0.8413,0
67.76,POS,52072.75,Laptop,Mumbai,Restaurants,0,Mastercard,40,1996.78,Password,0.5389,0
317.84,Online,81883.01,Tablet,Sydney,Electronics,0,Amex,88,3607.78,Biometric,0.4161,0
56.7,Bank Transfer,8827.75,Laptop,Mumbai,Electronics,0,Amex,16,207.91,Password,0.4414,0
133.57,Bank Transfer,42159.91,Tablet,London,Restaurants,0,Mastercard,117,1367.33,PIN,0.6762,0
24.08,ATM Withdrawal,36068.13,Laptop,Mumbai,Travel,0,Mastercard,47,149.62,Biometric,0.8827,1
24.89,Bank Transfer,7813.78,Tablet,Sydney,Groceries,0,Visa,143,2238.65,Biometric,0.1929,0
139.44,Online,87243.75,Tablet,Tokyo,Restaurants,1,Amex,167,102.21,Password,0.4265,0
142.31,Online,84857.63,Tablet,Mumbai,Groceries,0,Mastercard,30,2816.0,PIN,0.4768,0
133.93,ATM Withdrawal,90770.11,Laptop,Tokyo,Travel,1,Visa,82,1249.99,PIN,0.4227,0
34.72,POS,66382.69,Tablet,London,Clothing,0,Mastercard,194,3697.99,Password,0.0124,0
200.03,ATM Withdrawal,84715.42,Tablet,London,Groceries,0,Mastercard,20,953.75,Password,0.0034,0
207.84,Online,71632.6,Laptop,New York,Restaurants,0,Visa,228,2696.79,Password,0.2613,0
106.73,Bank Transfer,52730.54,Laptop,Tokyo,Restaurants,0,Discover,119,776.24,Password,0.7673,0
106.63,Online,96541.79,Mobile,New York,Groceries,0,Mastercard,190,3202.0,OTP,0.9588,1
33.7,POS,20486.11,Laptop,New York,Restaurants,1,Mastercard,2,2821.74,PIN,0.365,1
36.19,Online,35026.08,Mobile,Mumbai,Travel,0,Visa,47,4531.46,PIN,0.4937,0
89.85,ATM Withdrawal,71035.99,Laptop,Tokyo,Restaurants,1,Visa,197,2092.83,PIN,0.3831,1
198.12,ATM Withdrawal,29347.62,Laptop,Sydney,Groceries,0,Discover,147,1221.31,OTP,0.7127,0
52.27,ATM Withdrawal,92668.32,Tablet,Tokyo,Electronics,0,Amex,148,2520.64,Password,0.9232,1
45.87,Bank Transfer,58471.9,Laptop,New York,Restaurants,0,Discover,226,3447.05,PIN,0.1251,0
58.26,Online,81025.75,Tablet,New York,Groceries,0,Visa,100,4832.4,Password,0.1365,0
34.26,Online,51272.36,Laptop,Mumbai,Restaurants,0,Discover,87,3113.83,Password,0.681,0
104.16,Online,58359.15,Tablet,New York,Clothing,0,Amex,187,3560.08,Password,0.3228,0
20.53,POS,79131.65,Tablet,London,Groceries,0,Visa,167,507.23,Biometric,0.1875,0
231.39,Bank Transfer,56264.18,Tablet,Mumbai,Restaurants,0,Amex,194,785.28,OTP,0.8242,0
170.02,Online,75828.8,Tablet,Tokyo,Travel,0,Visa,88,3557.87,OTP,0.3831,1
144.23,POS,73452.05,Tablet,Sydney,Restaurants,0,Amex,189,3070.46,Password,0.0884,0
55.85,Online,43699.56,Laptop,New York,Travel,0,Visa,105,2622.65,PIN,0.4936,1
54.47,ATM Withdrawal,25158.29,Tablet,Tokyo,Groceries,1,Amex,155,4999.61,OTP,0.4353,0
7.73,Bank Transfer,51111.92,Mobile,London,Travel,0,Amex,65,4657.68,OTP,0.2106,1
42.43,POS,69436.57,Mobile,Tokyo,Groceries,0,Visa,126,2803.86,Password,0.5308,0
194.49,Online,69666.64,Mobile,Mumbai,Clothing,0,Discover,167,3439.78,Password,0.6268,0
338.54,Bank Transfer,31513.14,Laptop,London,Restaurants,0,Discover,19,3599.53,Password,0.5715,0
295.33,Online,80486.03,Mobile,Tokyo,Clothing,0,Visa,200,24.56,OTP,0.3946,0
110.24,ATM Withdrawal,56576.46,Mobile,Mumbai,Electronics,1,Amex,91,4966.41,Password,0.2922,1
29.5,Online,34925.73,Mobile,Tokyo,Travel,0,Amex,167,2497.53,Password,0.3025,0
107.22,Online,82235.67,Mobile,Tokyo,Groceries,0,Amex,120,1332.98,OTP,0.6798,1
26.5,Online,4431.08,Mobile,London,Travel,0,Mastercard,148,2721.45,Password,0.176,0
70.42,ATM Withdrawal,46496.04,Tablet,London,Electronics,0,Discover,18,4083.99,PIN,0.1641,0
107.15,Bank Transfer,87728.7,Mobile,Mumbai,Groceries,0,Amex,223,2096.33,PIN,0.9905,1
125.92,Bank Transfer,72707.33,Mobile,Mumbai,Travel,0,Discover,219,336.91,Password,0.2469,1
126.4,Online,91401.11,Mobile,Sydney,Electronics,0,Visa,224,3356.65,Biometric,0.7313,0
119.38,Online,77967.53,Mobile,London,Groceries,1,Visa,96,4723.43,OTP,0.541,0
9.77,POS,38320.86,Tablet,Tokyo,Travel,0,Mastercard,162,2902.39,OTP,0.2439,1
2.02,Online,98780.39,Mobile,London,Groceries,0,Mastercard,104,2629.17,Biometric,0.068,0
3.62,POS,90232.69,Laptop,Sydney,Groceries,0,Amex,4,2421.66,OTP,0.5436,0
189.93,Online,78308.54,Laptop,New York,Groceries,0,Mastercard,154,2282.6,OTP,0.622,0
585.85,Bank Transfer,22219.63,Laptop,New York,Groceries,0,Amex,31,4915.58,Password,0.1379,1
145.13,Bank Transfer,55881.54,Laptop,New York,Clothing,1,Mastercard,62,1645.48,Biometric,0.1893,0
95.91,ATM Withdrawal,57393.07,Tablet,Sydney,Electronics,0,Visa,197,3920.0,OTP,0.7979,0
49.24,ATM Withdrawal,16435.48,Laptop,New York,Clothing,0,Amex,233,294.11,Password,0.428,0
64.99,POS,57470.57,Laptop,New York,Clothing,0,Amex,32,3685.64,OTP,0.3367,0
18.59,ATM Withdrawal,4555.25,Mobile,London,Groceries,0,Amex,156,3429.66,Biometric,0.6582,1
0.52,POS,74869.82,Laptop,Mumbai,Travel,1,Mastercard,43,250.21,PIN,0.0638,0
13.28,POS,21493.39,Laptop,Mumbai,Travel,0,Visa,109,3111.12,Biometric,0.2021,0
88.91,Online,45024.54,Laptop,Mumbai,Groceries,0,Amex,128,148.18,PIN,0.3452,0
6.95,ATM Withdrawal,45105.12,Mobile,New York,Groceries,0,Amex,53,771.84,Biometric,0.9581,1
227.24,POS,10111.83,Laptop,Tokyo,Restaurants,0,Amex,104,2172.33,Password,0.4847,0
104.92,ATM Withdrawal,23461.98,Laptop,Tokyo,Clothing,0,Discover,118,1931.14,Biometric,0.6991,0
213.99,Bank Transfer,32469.15,Mobile,Sydney,Electronics,0,Visa,57,2151.07,Password,0.8516,1
9.97,Online,60800.12,Mobile,Mumbai,Groceries,1,Visa,176,324.99,OTP,0.6667,0
157.99,POS,27788.97,Mobile,Mumbai,Restaurants,1,Mastercard,58,1697.65,Password,0.3252,1
198.61,Bank Transfer,29922.32,Mobile,Sydney,Electronics,0,Visa,47,956.36,OTP,0.9609,1
214.25,Online,94259.33,Laptop,New York,Groceries,0,Mastercard,173,1368.56,PIN,0.9121,1
38.5,Online,66040.15,Mobile,Mumbai,Clothing,0,Visa,7,4915.61,Biometric,0.6609,1
14.47,Bank Transfer,84829.28,Laptop,Sydney,Groceries,0,Visa,84,2003.29,Password,0.3745,0
51.05,ATM Withdrawal,78156.21,Laptop,Tokyo,Clothing,1,Amex,191,1572.29,PIN,0.6571,0
34.79,POS,31776.91,Laptop,Mumbai,Clothing,0,Mastercard,157,4649.82,OTP,0.9746,1
74.34,Bank Transfer,64489.63,Laptop,London,Groceries,0,Visa,17,998.93,OTP,0.5112,0
29.38,Bank Transfer,57659.55,Tablet,Mumbai,Clothing,0,Mastercard,222,188.33,Biometric,0.7803,1
650.12,Online,25348.93,Laptop,New York,Groceries,0,Visa,171,337.32,PIN,0.7705,0
93.95,ATM Withdrawal,20043.4,Mobile,London,Restaurants,0,Mastercard,130,790.56,PIN,0.4497,0
24.82,Online,47506.55,Tablet,Mumbai,Travel,0,Visa,102,3842.06,Password,0.1573,0
59.37,ATM Withdrawal,79886.97,Mobile,Tokyo,Clothing,0,Discover,85,1379.12,OTP,0.7162,0
1.77,ATM Withdrawal,7001.7,Tablet,Mumbai,Clothing,0,Amex,225,4019.16,Password,0.7724,0
197.57,Online,39709.82,Mobile,Sydney,Groceries,0,Amex,11,2307.43,PIN,0.8069,0
116.91,POS,4319.25,Mobile,New York,Travel,0,Amex,80,4948.43,PIN,0.8885,1
2.31,ATM Withdrawal,89774.43,Mobile,Sydney,Clothing,0,Visa,46,2410.19,Password,0.4724,0
131.79,ATM Withdrawal,23607.07,Mobile,London,Groceries,0,Visa,120,1249.47,PIN,0.9714,1
177.64,POS,11118.32,Mobile,Mumbai,Clothing,0,Mastercard,155,1984.58,Password,0.0408,0
122.14,Bank Transfer,43042.43,Tablet,Tokyo,Restaurants,0,Mastercard,54,960.46,OTP,0.0833,0
105.78,ATM Withdrawal,71937.92,Laptop,Sydney,Electronics,0,Discover,147,605.58,OTP,0.5835,0
156.62,ATM Withdrawal,50312.79,Mobile,New York,Clothing,0,Visa,79,262.59,OTP,0.0867,1
44.02,Online,4484.54,Tablet,Mumbai,Restaurants,0,Mastercard,184,54.83,PIN,0.1905,1
63.48,ATM Withdrawal,49253.27,Laptop,New York,Clothing,0,Discover,212,4694.29,OTP,0.0998,1
202.74,Online,41830.46,Laptop,Sydney,Travel,0,Discover,133,210.61,Password,0.5869,0
131.89,ATM Withdrawal,68538.87,Laptop,London,Electronics,0,Discover,130,3143.98,OTP,0.1682,1
48.48,ATM Withdrawal,82026.23,Mobile,Tokyo,Travel,0,Amex,142,3508.92,OTP,0.8706,1
41.5,Online,20129.92,Mobile,New York,Travel,0,Mastercard,170,982.07,PIN,0.6759,0
275.43,ATM Withdrawal,69923.08,Tablet,Tokyo,Restaurants,0,Mastercard,4,3753.58,Password,0.9943,1
193.77,Online,55180.08,Tablet,New York,Groceries,0,Visa,117,3562.79,OTP,0.7043,0
159.97,ATM Withdrawal,71253.89,Tablet,London,Electronics,0,Amex,109,4730.47,Password,0.0596,1
45.56,ATM Withdrawal,74016.88,Laptop,New York,Travel,0,Amex,183,438.58,OTP,0.1586,0
35.31,ATM Withdrawal,31392.8,Laptop,Sydney,Restaurants,0,Visa,72,4996.26,Biometric,0.3429,0
119.25,Online,17393.38,Tablet,Mumbai,Groceries,0,Visa,52,3755.13,PIN,0.5224,0
312.15,ATM Withdrawal,78802.83,Mobile,Tokyo,Restaurants,0,Mastercard,170,732.4,OTP,0.6954,0
129.9,Online,17657.99,Laptop,London,Travel,0,Mastercard,2,659.4,Password,0.9185,1
62.64,POS,27702.56,Mobile,Sydney,Travel,0,Discover,161,422.23,Password,0.6406,0
121.66,ATM Withdrawal,56252.43,Laptop,Mumbai,Electronics,0,Discover,13,3129.92,PIN,0.8446,1
39.97,ATM Withdrawal,34959.82,Mobile,Sydney,Travel,0,Discover,4,2828.98,Password,0.7198,0
131.2,POS,68560.63,Mobile,London,Travel,0,Discover,63,3962.55,OTP,0.5792,0
24.76,ATM Withdrawal,62745.2,Mobile,New York,Travel,0,Visa,173,1822.42,Biometric,0.4482,1
366.31,ATM Withdrawal,25936.58,Laptop,New York,Clothing,0,Amex,107,4024.92,Password,0.5008,0
42.38,Bank Transfer,53982.8,Mobile,Tokyo,Restaurants,0,Amex,131,566.62,Password,0.0707,1
72.98,ATM Withdrawal,33751.18,Laptop,London,Clothing,1,Amex,171,1596.92,Password,0.9172,1
317.79,Bank Transfer,94109.8,Laptop,Mumbai,Clothing,0,Visa,231,3209.49,OTP,0.1643,0
157.92,Online,97756.72,Laptop,London,Travel,0,Discover,192,4642.48,OTP,0.628,0
136.03,Online,51597.2,Tablet,New York,Travel,0,Amex,186,4393.99,PIN,0.5451,0
40.24,ATM Withdrawal,17874.93,Mobile,Sydney,Clothing,0,Discover,198,1683.86,PIN,0.6369,0
33.38,Bank Transfer,46306.82,Mobile,London,Groceries,1,Discover,155,3796.81,Biometric,0.7324,0
18.13,Bank Transfer,34636.64,Laptop,Tokyo,Clothing,0,Mastercard,112,3001.64,PIN,0.0551,0
97.67,ATM Withdrawal,77673.72,Laptop,New York,Travel,0,Visa,83,994.44,OTP,0.5455,0
47.71,POS,76775.35,Tablet,London,Groceries,0,Mastercard,43,3735.28,OTP,0.5375,1
93.51,Bank Transfer,99420.61,Tablet,Sydney,Electronics,0,Mastercard,229,4589.11,OTP,0.992,1
139.64,POS,63265.83,Tablet,Sydney,Clothing,0,Visa,39,343.22,Biometric,0.0826,0
69.43,ATM Withdrawal,80166.11,Mobile,Tokyo,Travel,0,Visa,12,638.63,PIN,0.3619,0
3.29,ATM Withdrawal,80454.79,Laptop,Mumbai,Groceries,0,Visa,178,2524.38,OTP,0.4672,0
118.3,POS,59950.93,Mobile,New York,Travel,1,Amex,106,1894.04,Biometric,0.4602,1
60.12,POS,79676.16,Laptop,New York,Groceries,0,Mastercard,34,258.29,PIN,0.3847,0
250.59,ATM Withdrawal,20239.12,Laptop,Mumbai,Travel,0,Amex,211,1388.97,Password,0.1399,1
113.09,Online,76758.34,Tablet,Mumbai,Clothing,0,Discover,39,550.38,Biometric,0.9466,1
10.95,ATM Withdrawal,49503.48,Tablet,Tokyo,Travel,1,Amex,182,4585.82,OTP,0.0444,0
316.64,ATM Withdrawal,75098.4,Tablet,Sydney,Restaurants,0,Amex,130,1790.37,PIN,0.782,0
552.48,ATM Withdrawal,88850.53,Mobile,Tokyo,Restaurants,0,Discover,43,3929.55,OTP,0.0977,0
152.56,ATM Withdrawal,89464.43,Mobile,New York,Restaurants,0,Visa,200,1918.01,OTP,0.1556,0
175.09,Online,92683.48,Mobile,Sydney,Restaurants,0,Visa,219,2295.49,Password,0.8654,1
12.45,ATM Withdrawal,33758.56,Tablet,London,Groceries,0,Visa,235,4280.97,OTP,0.8069,1
21.04,POS,10230.22,Laptop,New York,Electronics,0,Visa,132,1843.24,PIN,0.1407,0
13.05,ATM Withdrawal,4213.86,Tablet,Sydney,Electronics,0,Mastercard,116,2323.66,OTP,0.8465,0
73.84,Online,51719.58,Tablet,London,Travel,0,Mastercard,175,11.71,Biometric,0.2668,0
3.98,POS,48002.48,Laptop,Mumbai,Groceries,0,Visa,133,4314.46,Biometric,0.3702,0
82.92,Bank Transfer,59152.8,Laptop,Tokyo,Groceries,0,Mastercard,133,1293.51,Password,0.913,1
120.53,POS,37459.41,Laptop,New York,Groceries,0,Discover,15,2410.3,OTP,0.1829,0
56.27,ATM Withdrawal,65780.22,Tablet,London,Clothing,0,Visa,57,3473.2,PIN,0.7633,0
19.03,ATM Withdrawal,95160.58,Mobile,Mumbai,Restaurants,0,Amex,218,4559.92,Biometric,0.4034,0
76.37,Bank Transfer,63026.22,Tablet,Sydney,Travel,0,Amex,193,3779.26,Biometric,0.3454,0
166.73,POS,9760.42,Mobile,New York,Travel,0,Mastercard,21,4023.92,Biometric,0.6984,1
125.02,Online,57578.39,Laptop,Mumbai,Clothing,0,Discover,95,1183.58,OTP,0.0779,0
79.94,POS,16157.82,Tablet,Mumbai,Groceries,0,Mastercard,174,2969.98,PIN,0.9971,1
342.37,POS,50793.58,Tablet,Sydney,Travel,0,Mastercard,226,3009.23,OTP,0.5787,1
76.92,Online,84043.35,Laptop,Sydney,Travel,0,Mastercard,123,1626.2,PIN,0.9581,1
7.51,Online,43686.9,Mobile,Mumbai,Travel,0,Discover,104,2411.63,Password,0.5395,0
315.58,POS,76145.07,Laptop,London,Groceries,0,Discover,78,4728.27,Password,0.4385,0
105.22,ATM Withdrawal,62579.41,Mobile,New York,Groceries,0,Visa,106,1810.28,Biometric,0.8769,1
141.4,Online,75759.76,Laptop,London,Electronics,0,Mastercard,179,1405.9,Password,0.4033,0
96.77,Bank Transfer,52321.66,Mobile,Tokyo,Groceries,0,Amex,121,2934.82,OTP,0.2567,0
319.73,Bank Transfer,11038.61,Laptop,New York,Groceries,0,Discover,30,1177.28,Biometric,0.8985,1
26.68,POS,30199.93,Tablet,Tokyo,Travel,1,Amex,170,747.74,OTP,0.3143,1
117.62,Bank Transfer,13691.18,Mobile,Tokyo,Groceries,1,Visa,237,2020.19,Biometric,0.2141,0
66.65,ATM Withdrawal,89129.16,Mobile,Mumbai,Electronics,0,Discover,68,2732.25,PIN,0.126,0
116.66,POS,51118.09,Laptop,Sydney,Restaurants,0,Visa,203,359.82,Biometric,0.1656,0
5.87,Bank Transfer,41618.14,Mobile,Mumbai,Electronics,0,Amex,182,2135.73,Password,0.6469,0
5.7,Online,89092.56,Mobile,Mumbai,Groceries,0,Mastercard,51,426.95,Biometric,0.3672,0
236.18,POS,73528.54,Tablet,Tokyo,Clothing,0,Visa,162,3349.98,Password,0.0804,0
156.2,ATM Withdrawal,4121.55,Laptop,Tokyo,Groceries,0,Mastercard,54,3210.84,Password,0.7622,0
8.02,POS,51702.79,Laptop,Mumbai,Travel,0,Visa,107,675.43,OTP,0.4169,0
37.68,ATM Withdrawal,10287.66,Laptop,Tokyo,Clothing,0,Amex,40,2166.71,Password,0.6968,0
342.17,Bank Transfer,27857.64,Laptop,Mumbai,Electronics,0,Visa,185,4481.63,PIN,0.1585,0
53.12,Online,93727.77,Tablet,Tokyo,Groceries,0,Amex,104,4007.24,PIN,0.1528,0
277.24,Bank Transfer,6608.09,Mobile,New York,Groceries,0,Visa,19,1263.21,PIN,0.9339,1
32.43,Bank Transfer,61309.45,Tablet,Tokyo,Clothing,0,Amex,11,970.65,OTP,0.0119,0
127.12,ATM Withdrawal,44092.42,Mobile,Mumbai,Clothing,0,Amex,152,1186.41,OTP,0.4775,0
36.88,ATM Withdrawal,45048.73,Mobile,New York,Electronics,0,Discover,67,1404.35,Password,0.9526,1
169.31,Online,67948.75,Mobile,Tokyo,Groceries,0,Discover,115,1016.74,Password,0.5847,0
97.99,Bank Transfer,14182.13,Mobile,New York,Groceries,0,Mastercard,6,4282.77,Password,0.3254,1
14.41,ATM Withdrawal,49443.31,Tablet,Sydney,Restaurants,0,Discover,28,979.97,PIN,0.6415,0
6.19,Online,9825.04,Laptop,London,Groceries,0,Amex,180,857.84,OTP,0.4795,1
44.2,POS,67397.23,Tablet,London,Restaurants,0,Amex,153,4991.92,Password,0.5651,0
9.22,Online,35828.79,Laptop,London,Restaurants,0,Visa,21,3009.44,OTP,0.9296,1
61.73,Online,23958.18,Mobile,Sydney,Electronics,0,Discover,116,1252.09,Biometric,0.8418,1
208.33,Online,49629.65,Laptop,Sydney,Groceries,0,Visa,124,2131.1,PIN,0.782,0
3.01,Bank Transfer,41976.42,Mobile,Sydney,Groceries,0,Discover,215,530.27,OTP,0.1673,1
65.32,POS,25495.35,Laptop,Tokyo,Groceries,0,Mastercard,126,1572.01,OTP,0.9393,1
143.7,ATM Withdrawal,48197.06,Mobile,London,Restaurants,1,Visa,89,2914.48,Biometric,0.5727,0
69.63,Bank Transfer,57093.52,Tablet,Mumbai,Clothing,0,Visa,230,1095.58,Password,0.4009,0
28.82,POS,99976.68,Laptop,New York,Groceries,0,Discover,117,3354.61,PIN,0.4728,0
91.65,ATM Withdrawal,19451.96,Tablet,Sydney,Groceries,0,Visa,153,680.99,PIN,0.6088,0
130.07,ATM Withdrawal,83504.16,Laptop,Sydney,Electronics,0,Mastercard,217,74.37,PIN,0.5987,0
208.47,POS,84814.55,Mobile,London,Restaurants,0,Visa,114,603.4,OTP,0.9651,1
54.4,Online,98389.39,Mobile,Sydney,Restaurants,0,Visa,32,2843.09,Biometric,0.1221,1
141.59,POS,75145.91,Mobile,London,Electronics,0,Discover,154,732.08,OTP,0.4808,0
31.03,Online,11620.82,Laptop,Mumbai,Restaurants,1,Amex,132,2024.83,PIN,0.3251,0
59.71,ATM Withdrawal,25166.79,Laptop,Tokyo,Travel,0,Mastercard,163,2240.59,PIN,0.2209,0
24.28,Bank Transfer,92873.79,Tablet,Mumbai,Restaurants,0,Visa,53,1582.23,OTP,0.4158,0
252.56,Online,98096.6,Mobile,Sydney,Electronics,1,Visa,143,1529.6,Biometric,0.1272,1
177.68,ATM Withdrawal,96785.01,Mobile,Mumbai,Clothing,1,Discover,194,4443.9,Password,0.852,1
121.62,ATM Withdrawal,47139.42,Tablet,New York,Travel,1,Discover,134,794.35,Biometric,0.6349,1
39.84,Bank Transfer,60139.66,Laptop,Tokyo,Restaurants,0,Amex,22,4361.78,PIN,0.8793,1
62.43,ATM Withdrawal,64632.46,Tablet,Tokyo,Groceries,1,Mastercard,229,2397.77,Password,0.5234,1
23.9,Bank Transfer,48109.76,Tablet,Mumbai,Clothing,0,Amex,239,228.79,PIN,0.5886,0
99.08,ATM Withdrawal,28823.18,Mobile,Sydney,Groceries,1,Discover,194,2105.32,PIN,0.5262,0
167.09,POS,63303.58,Tablet,Sydney,Groceries,0,Mastercard,79,3164.83,PIN,0.7815,0
13.95,POS,58963.5,Mobile,Tokyo,Groceries,0,Visa,78,650.31,Biometric,0.4156,0
94.71,Online,20148.82,Laptop,Mumbai,Groceries,0,Discover,136,3826.07,OTP,0.6625,0
135.52,Online,11143.64,Laptop,Tokyo,Travel,0,Visa,188,2255.99,Password,0.5283,0
40.42,Bank Transfer,78485.93,Tablet,Mumbai,Electronics,1,Visa,22,1102.0,Password,0.9456,1
134.18,POS,29619.61,Tablet,Tokyo,Travel,0,Amex,26,3031.27,PIN,0.5666,1
501.07,Bank Transfer,29829.74,Tablet,Tokyo,Clothing,0,Amex,13,1859.98,Password,0.7543,0
11.18,Online,31423.34,Laptop,London,Travel,0,Mastercard,111,277.95,Biometric,0.0154,1
35.23,Online,8789.81,Mobile,Sydney,Restaurants,0,Discover,201,780.78,PIN,0.2446,0
104.53,POS,51433.02,Laptop,Sydney,Clothing,0,Amex,118,846.02,PIN,0.6981,0
21.28,Bank Transfer,44422.15,Tablet,Sydney,Travel,0,Amex,187,3329.2,Password,0.9003,1
90.69,Online,65132.3,Tablet,Mumbai,Clothing,0,Mastercard,232,2519.04,PIN,0.9403,1
88.97,POS,5079.61,Tablet,Mumbai,Travel,0,Visa,63,3943.35,PIN,0.8008,1
46.88,Online,98861.91,Laptop,Mumbai,Clothing,0,Discover,142,888.3,Biometric,0.8355,0
4.24,Bank Transfer,20537.08,Mobile,Mumbai,Electronics,0,Amex,24,2114.02,PIN,0.3595,0
99.35,ATM Withdrawal,41354.45,Laptop,Tokyo,Groceries,0,Discover,73,4329.37,PIN,0.198,1
62.28,ATM Withdrawal,63879.59,Laptop,Mumbai,Restaurants,0,Mastercard,99,2292.89,Password,0.4218,1
414.42,ATM Withdrawal,70043.22,Tablet,Sydney,Clothing,0,Discover,231,3329.12,OTP,0.214,0
319.6,Online,95692.27,Mobile,Mumbai,Restaurants,0,Discover,167,2060.62,Password,0.8531,1
0.06,Online,19820.07,Laptop,Sydney,Travel,0,Visa,137,2797.59,Password,0.0032,0
14.04,Bank Transfer,13877.46,Mobile,New York,Clothing,0,Mastercard,15,341.26,Biometric,0.4222,0
39.79,Bank Transfer,72645.45,Laptop,New York,Clothing,0,Mastercard,47,3748.91,Password,0.5206,0
39.75,Bank Transfer,87020.06,Tablet,Mumbai,Restaurants,0,Mastercard,45,1664.87,Biometric,0.6496,1
218.24,ATM Withdrawal,10746.86,Laptop,London,Groceries,0,Discover,11,2932.94,PIN,0.9934,1
158.58,Bank Transfer,67228.72,Mobile,Tokyo,Clothing,0,Mastercard,56,2940.31,PIN,0.6336,0
49.54,POS,57281.8,Laptop,Tokyo,Travel,0,Discover,194,3453.66,PIN,0.3619,0
5.15,POS,45769.96,Laptop,New York,Groceries,0,Mastercard,194,837.57,PIN,0.5252,1
87.2,ATM Withdrawal,13123.06,Laptop,New York,Electronics,0,Discover,224,1092.76,PIN,0.7346,1
292.74,Bank Transfer,24479.01,Laptop,New York,Electronics,0,Mastercard,102,4550.14,OTP,0.913,1
34.27,ATM Withdrawal,79761.6,Tablet,London,Groceries,1,Amex,22,3694.08,PIN,0.2459,0
63.5,ATM Withdrawal,14065.2,Tablet,New York,Groceries,0,Visa,98,3715.02,Password,0.881,1
43.93,Online,23015.51,Mobile,Tokyo,Electronics,0,Discover,100,297.97,PIN,0.43,0
61.84,POS,62841.8,Mobile,London,Groceries,0,Visa,172,3663.31,Password,0.3158,0
76.31,Bank Transfer,18432.21,Mobile,Mumbai,Restaurants,0,Amex,86,1829.26,Password,0.6855,0
99.74,POS,97501.79,Laptop,Sydney,Electronics,0,Mastercard,6,4674.21,Biometric,0.7908,0
164.98,Bank Transfer,73156.2,Mobile,Mumbai,Travel,0,Visa,155,2139.64,OTP,0.0027,0
151.91,POS,47499.04,Mobile,New York,Travel,0,Discover,24,3620.85,PIN,0.1454,0
174.86,Bank Transfer,99727.09,Mobile,London,Groceries,0,Amex,140,1571.22,Password,0.622,0
205.11,POS,70892.89,Mobile,London,Travel,0,Mastercard,154,4432.64,Password,0.9654,1
160.01,POS,18694.29,Mobile,Sydney,Groceries,1,Discover,34,3386.73,OTP,0.9936,1
27.27,Bank Transfer,49551.79,Mobile,New York,Clothing,0,Mastercard,20,1466.88,Password,0.0367,1
151.91,POS,80076.85,Mobile,Mumbai,Clothing,0,Discover,84,728.34,Password,0.5519,0
123.07,Online,78922.28,Mobile,New York,Clothing,0,Discover,102,2705.58,PIN,0.3656,0
63.17,Bank Transfer,10793.16,Tablet,London,Groceries,0,Mastercard,181,3139.87,Biometric,0.3648,0
215.48,POS,90059.95,Laptop,Mumbai,Clothing,0,Discover,84,4923.99,Password,0.6078,1
64.12,ATM Withdrawal,13480.4,Mobile,Tokyo,Travel,0,Amex,36,1805.39,Biometric,0.7455,1
62.04,Bank Transfer,84561.41,Laptop,London,Clothing,0,Amex,40,961.05,OTP,0.5718,0
10.55,Online,32633.71,Mobile,Sydney,Electronics,0,Amex,149,8.71,Password,0.4935,0
369.56,ATM Withdrawal,55611.27,Laptop,Tokyo,Groceries,0,Discover,201,2130.17,Biometric,0.4233,0
82.34,POS,84487.23,Tablet,Tokyo,Clothing,0,Discover,191,643.56,PIN,0.5546,0
76.0,POS,8033.88,Laptop,Tokyo,Groceries,0,Amex,34,26.95,Password,0.1116,0
3.29,POS,96372.89,Mobile,New York,Groceries,0,Mastercard,14,294.02,OTP,0.3278,0
9.73,Online,12092.75,Laptop,Sydney,Travel,0,Discover,182,2875.6,Biometric,0.8463,0
63.08,Online,11624.35,Tablet,Tokyo,Clothing,0,Visa,223,393.63,PIN,0.8947,1
63.08,Online,63013.08,Tablet,Sydney,Travel,0,Discover,161,3215.06,Password,0.6346,1
39.94,POS,29293.04,Mobile,Tokyo,Electronics,0,Amex,138,328.22,Password,0.4547,0
211.0,Online,87254.9,Tablet,New York,Clothing,0,Discover,99,4905.26,Biometric,0.4896,1
6.33,POS,51869.43,Laptop,Mumbai,Electronics,0,Amex,162,3766.75,Password,0.7638,0
231.27,ATM Withdrawal,56164.0,Mobile,Tokyo,Restaurants,0,Visa,139,2518.29,Password,0.2844,0
40.34,POS,76971.36,Tablet,London,Electronics,0,Amex,92,578.71,OTP,0.9843,1
22.47,Online,30994.88,Tablet,Mumbai,Travel,0,Amex,146,4617.25,Password,0.4491,0
0.46,Online,30393.34,Mobile,New York,Clothing,0,Amex,52,3672.3,Biometric,0.517,0
11.54,Bank Transfer,97558.01,Laptop,Mumbai,Groceries,0,Amex,2,2223.05,PIN,0.1806,0
